question,option,is_correct,source
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",exoskeleton,False,llama_distractor3
What can we learn about a wave by finding the product of the wavelength and frequency?,speed,True,correct_answer
What can we learn about a wave by finding the product of the wavelength and frequency?,color of the wave,False,llama_distractor1
What can we learn about a wave by finding the product of the wavelength and frequency?,the amplitude of the wave,False,llama_distractor2
What can we learn about a wave by finding the product of the wavelength and frequency?,the direction of the wave,False,llama_distractor3
What does a continuous string of earthquakes indicate about a volcano?,eruption is close,True,correct_answer
What does a continuous string of earthquakes indicate about a volcano?,hibernation,False,llama_distractor1
What does a continuous string of earthquakes indicate about a volcano?,cooling off,False,llama_distractor2
What does a continuous string of earthquakes indicate about a volcano?,durable structure,False,llama_distractor3
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",biodiversity,True,correct_answer
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",eclipse,False,llama_distractor1
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",planetary,False,llama_distractor2
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",kingdoms,False,llama_distractor3
What kind of a disorder is tay-sachs disease?,inherited disorder,True,correct_answer
What kind of a disorder is tay-sachs disease?,blood disorder,False,llama_distractor1
What kind of a disorder is tay-sachs disease?,autoimmune disorder,False,llama_distractor2
What kind of a disorder is tay-sachs disease?,infectious disease,False,llama_distractor3
"A rock that contains important minerals is called what, a term associated with mining?",ore,True,correct_answer
"A rock that contains important minerals is called what, a term associated with mining?",gemstone,False,llama_distractor1
"A rock that contains important minerals is called what, a term associated with mining?",vein,False,llama_distractor2
"A rock that contains important minerals is called what, a term associated with mining?",mine,False,llama_distractor3
Convection is the heat transfer by the macroscopic movement of a what?,fluid,True,correct_answer
Convection is the heat transfer by the macroscopic movement of a what?,matter,False,llama_distractor1
Convection is the heat transfer by the macroscopic movement of a what?,energy,False,llama_distractor2
Convection is the heat transfer by the macroscopic movement of a what?,vapor,False,llama_distractor3
Hypersection by an endocrine gland is often caused by what?,tumor,True,correct_answer
Hypersection by an endocrine gland is often caused by what?,infection,False,llama_distractor1
Hypersection by an endocrine gland is often caused by what?,allergies,False,llama_distractor2
Hypersection by an endocrine gland is often caused by what?,heredity,False,llama_distractor3
What gland secretes growth hormones?,pituitary,True,correct_answer
What gland secretes growth hormones?,thyroid,False,llama_distractor1
What gland secretes growth hormones?,sex hormones,False,llama_distractor2
What gland secretes growth hormones?,calcitriol,False,llama_distractor3
The amniotic egg is a shared ancestral character for which clade?,amniota,True,correct_answer
The amniotic egg is a shared ancestral character for which clade?,chordata,False,llama_distractor1
The amniotic egg is a shared ancestral character for which clade?,arthropoda,False,llama_distractor2
The amniotic egg is a shared ancestral character for which clade?,mollusca,False,llama_distractor3
Lyme disease is caused by what kind of organim?,bacteria,True,correct_answer
Lyme disease is caused by what kind of organim?,virus,False,llama_distractor1
Lyme disease is caused by what kind of organim?,fungus,False,llama_distractor2
Lyme disease is caused by what kind of organim?,parasite,False,llama_distractor3
What is the side to side movement of the mandible called?,excursion,True,correct_answer
What is the side to side movement of the mandible called?,rinclusion,False,llama_distractor1
What is the side to side movement of the mandible called?,gloil,False,llama_distractor2
What is the side to side movement of the mandible called?,jlotment,False,llama_distractor3
A moraine is sediment deposited by what?,glacier,True,correct_answer
A moraine is sediment deposited by what?,river,False,llama_distractor1
A moraine is sediment deposited by what?,wind,False,llama_distractor2
A moraine is sediment deposited by what?,ocean,False,llama_distractor3
The development of the respiratory system in the fetus begins at about?,4 weeks,True,correct_answer
The development of the respiratory system in the fetus begins at about?,8 weeks,False,llama_distractor1
The development of the respiratory system in the fetus begins at about?,12 weeks,False,llama_distractor2
The development of the respiratory system in the fetus begins at about?,16 weeks,False,llama_distractor3
What are plants that grow on other plants called?,epiphytes,True,correct_answer
What are plants that grow on other plants called?,parasites,False,llama_distractor1
What are plants that grow on other plants called?,soil-dwellers,False,llama_distractor2
What are plants that grow on other plants called?,air-plants,False,llama_distractor3
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,simple harmonic oscillator,True,correct_answer
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,a car on a smooth road,False,llama_distractor1
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,a swing set,False,llama_distractor2
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,a pendulum,False,llama_distractor3
What controls all five senses?,nervous system,True,correct_answer
What controls all five senses?,muscles,False,llama_distractor1
What controls all five senses?,bones,False,llama_distractor2
What controls all five senses?,brain,False,llama_distractor3
Where in the target cells are intracellular receptor proteins found?,cytoplasm or nucleus,True,correct_answer
Where in the target cells are intracellular receptor proteins found?,plasma membrane,False,llama_distractor1
Where in the target cells are intracellular receptor proteins found?,mitochondria,False,llama_distractor2
Where in the target cells are intracellular receptor proteins found?,endoplasmic reticulum,False,llama_distractor3
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",physical,True,correct_answer
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",chemical,False,llama_distractor1
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",biological,False,llama_distractor2
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",magnetic,False,llama_distractor3
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",exothermic,True,correct_answer
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",endothermic,False,llama_distractor1
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",spontaneous combustion,False,llama_distractor2
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",pyrogenic,False,llama_distractor3
Ecological succession refers to the change in the numbers and types of species that live in what groups?,communities,True,correct_answer
Ecological succession refers to the change in the numbers and types of species that live in what groups?,ennes,False,llama_distractor1
Ecological succession refers to the change in the numbers and types of species that live in what groups?,ecosystems,False,llama_distractor2
Ecological succession refers to the change in the numbers and types of species that live in what groups?,populations,False,llama_distractor3
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",digestive,True,correct_answer
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",respiratory,False,llama_distractor1
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",muscular,False,llama_distractor2
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",nervous,False,llama_distractor3
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,protons,True,correct_answer
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,neutrons,False,llama_distractor1
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,electrons,False,llama_distractor2
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,mass number,False,llama_distractor3
What regulates the time of flowering in many species?,photoperiodism,True,correct_answer
What regulates the time of flowering in many species?,temperature,False,llama_distractor1
What regulates the time of flowering in many species?,genetics,False,llama_distractor2
What regulates the time of flowering in many species?,humidity,False,llama_distractor3
What is the most common cause of down syndrome?,trisomy 21,True,correct_answer
What is the most common cause of down syndrome?,pochod--masteraven,False,llama_distractor1
What is the most common cause of down syndrome?,poor lifestyle choices,False,llama_distractor2
What is the most common cause of down syndrome?,environmental factors,False,llama_distractor3
"What occurs not only as organisms grow, but as they reproduce.",cell division,True,correct_answer
"What occurs not only as organisms grow, but as they reproduce.",cell growth,False,llama_distractor1
"What occurs not only as organisms grow, but as they reproduce.",mitosis,False,llama_distractor2
"What occurs not only as organisms grow, but as they reproduce.",dna replication,False,llama_distractor3
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",models,True,correct_answer
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",instruments,False,llama_distractor1
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",formulas equations,False,llama_distractor2
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",simulations,False,llama_distractor3
A dilute solution is one that has a relatively small amount of what?,dissolved solute,True,correct_answer
A dilute solution is one that has a relatively small amount of what?,amount of solvent,False,llama_distractor1
A dilute solution is one that has a relatively small amount of what?,amount of solute,False,llama_distractor2
A dilute solution is one that has a relatively small amount of what?,dissolved ions,False,llama_distractor3
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,triple bond,True,correct_answer
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,single bond,False,llama_distractor1
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,double bond,False,llama_distractor2
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,quadruple bond,False,llama_distractor3
What is the process of breaking an individual into parts followed by regeneration called?,fragmentation,True,correct_answer
What is the process of breaking an individual into parts followed by regeneration called?,regeneration,False,llama_distractor1
What is the process of breaking an individual into parts followed by regeneration called?,budding,False,llama_distractor2
What is the process of breaking an individual into parts followed by regeneration called?,reproduction,False,llama_distractor3
The left atrium receives oxygen-rich blood from which organs?,lungs,True,correct_answer
The left atrium receives oxygen-rich blood from which organs?,heart,False,llama_distractor1
The left atrium receives oxygen-rich blood from which organs?,brain,False,llama_distractor2
The left atrium receives oxygen-rich blood from which organs?,liver,False,llama_distractor3
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",heat,True,correct_answer
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",a cold,False,llama_distractor1
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",b humidity,False,llama_distractor2
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",c precipitation,False,llama_distractor3
An increase in the number of gas molecules in the same volume container causes what to increase?,pressure,True,correct_answer
An increase in the number of gas molecules in the same volume container causes what to increase?,temperature,False,llama_distractor1
An increase in the number of gas molecules in the same volume container causes what to increase?,volume,False,llama_distractor2
An increase in the number of gas molecules in the same volume container causes what to increase?,density,False,llama_distractor3
What do induction cooktops have under their surface?,electromagnets,True,correct_answer
What do induction cooktops have under their surface?,radiators,False,llama_distractor1
What do induction cooktops have under their surface?,antennas,False,llama_distractor2
What do induction cooktops have under their surface?,copper wires,False,llama_distractor3
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,two,True,correct_answer
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,four,False,llama_distractor1
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,six,False,llama_distractor2
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,eight,False,llama_distractor3
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",aspirin,True,correct_answer
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",qtxzysj,False,llama_distractor1
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",osbarcx,False,llama_distractor2
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",hgjhjg,False,llama_distractor3
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",tissue,True,correct_answer
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",cell,False,llama_distractor1
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",organ,False,llama_distractor2
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",organelle,False,llama_distractor3
What creates new seafloor in the rift valleys?,seafloor spreading,True,correct_answer
What creates new seafloor in the rift valleys?,plate tectonics,False,llama_distractor1
What creates new seafloor in the rift valleys?,subduction,False,llama_distractor2
What creates new seafloor in the rift valleys?,continental drift,False,llama_distractor3
The building blocks of proteins are called what?,amino acids,True,correct_answer
The building blocks of proteins are called what?,carbohydrates,False,llama_distractor1
The building blocks of proteins are called what?,fats,False,llama_distractor2
The building blocks of proteins are called what?,steroids,False,llama_distractor3
Type 1 diabetes and gigantism are examples of what type of disorder?,endocrine diseases,True,correct_answer
Type 1 diabetes and gigantism are examples of what type of disorder?,bacterial disease,False,llama_distractor1
Type 1 diabetes and gigantism are examples of what type of disorder?,cardiovascular disease,False,llama_distractor2
Type 1 diabetes and gigantism are examples of what type of disorder?,neurological disease,False,llama_distractor3
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",gas exchange,True,correct_answer
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",carbon fixation,False,llama_distractor1
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",light absorption,False,llama_distractor2
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",water regulation,False,llama_distractor3
Which molecules are made of one carbon and four hydrogen atoms?,hydrocarbons,True,correct_answer
Which molecules are made of one carbon and four hydrogen atoms?,historicars,False,llama_distractor1
Which molecules are made of one carbon and four hydrogen atoms?,petrolears,False,llama_distractor2
Which molecules are made of one carbon and four hydrogen atoms?,flubberars,False,llama_distractor3
Atoms of different elements have different numbers of what?,protons,True,correct_answer
Atoms of different elements have different numbers of what?,with the wrong answers are neutrons,False,llama_distractor1
Atoms of different elements have different numbers of what?,electrons,False,llama_distractor2
Atoms of different elements have different numbers of what?,mass,False,llama_distractor3
The lancelet lacks what feature that distinguishes vertebrates?,backbone,True,correct_answer
The lancelet lacks what feature that distinguishes vertebrates?,fins,False,llama_distractor1
The lancelet lacks what feature that distinguishes vertebrates?,gills,False,llama_distractor2
The lancelet lacks what feature that distinguishes vertebrates?,brain,False,llama_distractor3
What is a reptiles skin covered in to protect them from drying out?,scales,True,correct_answer
What is a reptiles skin covered in to protect them from drying out?,keratin,False,llama_distractor1
What is a reptiles skin covered in to protect them from drying out?,feathers,False,llama_distractor2
What is a reptiles skin covered in to protect them from drying out?,fur,False,llama_distractor3
Gabbro is a dark dense rock that can be found in what?,oceanic crust,True,correct_answer
Gabbro is a dark dense rock that can be found in what?,meteorite,False,llama_distractor1
Gabbro is a dark dense rock that can be found in what?,continental crust,False,llama_distractor2
Gabbro is a dark dense rock that can be found in what?,sedimentary rocks,False,llama_distractor3
What begins with a diploid cell and ends with four haploid cells?,meiosis,True,correct_answer
What begins with a diploid cell and ends with four haploid cells?,mitosis,False,llama_distractor1
What begins with a diploid cell and ends with four haploid cells?,binary fission,False,llama_distractor2
What begins with a diploid cell and ends with four haploid cells?,sexual reproduction,False,llama_distractor3
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",fission,True,correct_answer
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",fusion,False,llama_distractor1
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",crystallization,False,llama_distractor2
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",photolysis,False,llama_distractor3
What percentage of the field is tilled in traditional plowing?,100%,True,correct_answer
What percentage of the field is tilled in traditional plowing?,50,False,llama_distractor1
What percentage of the field is tilled in traditional plowing?,75,False,llama_distractor2
What percentage of the field is tilled in traditional plowing?,85,False,llama_distractor3
Traits controlled by genes on the sex chromosomes are called what?,sex-linked traits,True,correct_answer
Traits controlled by genes on the sex chromosomes are called what?,autosomal traits,False,llama_distractor1
Traits controlled by genes on the sex chromosomes are called what?,chromosome-linked traits,False,llama_distractor2
Traits controlled by genes on the sex chromosomes are called what?,dominant traits,False,llama_distractor3
What is it called when sound is reflected off an object?,echo,True,correct_answer
What is it called when sound is reflected off an object?,resonance,False,llama_distractor1
What is it called when sound is reflected off an object?,reverberation,False,llama_distractor2
What is it called when sound is reflected off an object?,refraction,False,llama_distractor3
Acidic hydrogen atoms are those which will be transferred to what?,a base,True,correct_answer
Acidic hydrogen atoms are those which will be transferred to what?,another acid,False,llama_distractor1
Acidic hydrogen atoms are those which will be transferred to what?,a salt,False,llama_distractor2
Acidic hydrogen atoms are those which will be transferred to what?,a neutral molecule,False,llama_distractor3
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",predators,True,correct_answer
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",grazer,False,llama_distractor1
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",scavenger,False,llama_distractor2
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",decomposer,False,llama_distractor3
What type of diseases occur when the immune system attacks normal body cells?,autoimmune,True,correct_answer
What type of diseases occur when the immune system attacks normal body cells?,infectious,False,llama_distractor1
What type of diseases occur when the immune system attacks normal body cells?,genetic,False,llama_distractor2
What type of diseases occur when the immune system attacks normal body cells?,neoplastic,False,llama_distractor3
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",flowers,True,correct_answer
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",leaves,False,llama_distractor1
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",stems,False,llama_distractor2
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",roots,False,llama_distractor3
What is produced by the end of meiosis?,four haploid cells,True,correct_answer
What is produced by the end of meiosis?,diploid cells,False,llama_distractor1
What is produced by the end of meiosis?,fertilized eggs,False,llama_distractor2
What is produced by the end of meiosis?,mature gametes,False,llama_distractor3
Farming practices leave some soil exposed and vulnerable to what natural process?,erosion,True,correct_answer
Farming practices leave some soil exposed and vulnerable to what natural process?,nutification,False,llama_distractor1
Farming practices leave some soil exposed and vulnerable to what natural process?,sedimentation,False,llama_distractor2
Farming practices leave some soil exposed and vulnerable to what natural process?,sedimentation,False,llama_distractor3
Matter is made up of a mixture of things called what?,elements,True,correct_answer
Matter is made up of a mixture of things called what?,compounds,False,llama_distractor1
Matter is made up of a mixture of things called what?,molecules,False,llama_distractor2
Matter is made up of a mixture of things called what?,atoms,False,llama_distractor3
Water seeps into the ground through permeable material and stops when it reaches what?,impermeable rock,True,correct_answer
Water seeps into the ground through permeable material and stops when it reaches what?,air,False,llama_distractor1
Water seeps into the ground through permeable material and stops when it reaches what?,a magic spell,False,llama_distractor2
Water seeps into the ground through permeable material and stops when it reaches what?,a filter,False,llama_distractor3
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",spinal cavity,True,correct_answer
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",cranial cavity,False,llama_distractor1
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",thoracic cavity,False,llama_distractor2
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",abdominal cavity,False,llama_distractor3
There are 20 different common amino acids needed to make what organic compound?,proteins,True,correct_answer
There are 20 different common amino acids needed to make what organic compound?,dna,False,llama_distractor1
There are 20 different common amino acids needed to make what organic compound?,carbohydrates,False,llama_distractor2
There are 20 different common amino acids needed to make what organic compound?,lipids,False,llama_distractor3
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",cell-level organization,True,correct_answer
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",tissue-level organization,False,llama_distractor1
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",organ-level organization,False,llama_distractor2
"Sponges exemplify what type of arrangement, where different cells are specialized for different functions, but each cell works alone?",organism-level organization,False,llama_distractor3
What type of chemical reactions release energy?,exothermic reactions,True,correct_answer
What type of chemical reactions release energy?,endothermic reactions,False,llama_distractor1
What type of chemical reactions release energy?,chemical synthesis reactions,False,llama_distractor2
What type of chemical reactions release energy?,nuclear reactions,False,llama_distractor3
Some types of minerals form balls called what?,nodules,True,correct_answer
Some types of minerals form balls called what?,rocks,False,llama_distractor1
Some types of minerals form balls called what?,crystals,False,llama_distractor2
Some types of minerals form balls called what?,pebbles,False,llama_distractor3
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",light,True,correct_answer
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",iain,False,llama_distractor1
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",water,False,llama_distractor2
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",cars,False,llama_distractor3
What is another word for cellular drinking?,pinocytosis,True,correct_answer
What is another word for cellular drinking?,cellular ingestion,False,llama_distractor1
What is another word for cellular drinking?,absorption,False,llama_distractor2
What is another word for cellular drinking?,endocytosis,False,llama_distractor3
What do you call water that flows out of the ground where an aquifer meets the surface?,spring,True,correct_answer
What do you call water that flows out of the ground where an aquifer meets the surface?,well,False,llama_distractor1
What do you call water that flows out of the ground where an aquifer meets the surface?,geyser,False,llama_distractor2
What do you call water that flows out of the ground where an aquifer meets the surface?,fountain,False,llama_distractor3
What do you call the basic units of the structure and function of living things?,cells,True,correct_answer
What do you call the basic units of the structure and function of living things?,biologies,False,llama_distractor1
What do you call the basic units of the structure and function of living things?,life processes,False,llama_distractor2
What do you call the basic units of the structure and function of living things?,organisms,False,llama_distractor3
Which form of dialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine?,hemodialysis,True,correct_answer
Which form of dialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine?,peritoneal dialysis,False,llama_distractor1
Which form of dialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine?,renal dialysis,False,llama_distractor2
Which form of dialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine?,hemofiltration,False,llama_distractor3
"What anatomical structures insulate, protect and provide sensory input?",hair,True,correct_answer
"What anatomical structures insulate, protect and provide sensory input?",bones,False,llama_distractor1
"What anatomical structures insulate, protect and provide sensory input?",skin,False,llama_distractor2
"What anatomical structures insulate, protect and provide sensory input?",nerves,False,llama_distractor3
"Known for its beautiful rings, what is the second largest planet in the solar system?",saturn,True,correct_answer
"Known for its beautiful rings, what is the second largest planet in the solar system?",jupiter,False,llama_distractor1
"Known for its beautiful rings, what is the second largest planet in the solar system?",mars,False,llama_distractor2
"Known for its beautiful rings, what is the second largest planet in the solar system?",earth,False,llama_distractor3
What kind of waves are used in radar guns?,microwaves,True,correct_answer
What kind of waves are used in radar guns?,gamma rays,False,llama_distractor1
What kind of waves are used in radar guns?,radio waves,False,llama_distractor2
What kind of waves are used in radar guns?,infrared waves,False,llama_distractor3
On what lobe of the liver is the gallbladder near?,right lobe,True,correct_answer
On what lobe of the liver is the gallbladder near?,left lobe,False,llama_distractor1
On what lobe of the liver is the gallbladder near?,posterior aspect of the liver,False,llama_distractor2
On what lobe of the liver is the gallbladder near?,anterior aspect of the liver,False,llama_distractor3
What are the two types of digestive systems invertebrates may have?,complete and incomplete,True,correct_answer
What are the two types of digestive systems invertebrates may have?,didestic,False,llama_distractor1
What are the two types of digestive systems invertebrates may have?,endistic,False,llama_distractor2
What are the two types of digestive systems invertebrates may have?,singlesystem,False,llama_distractor3
What does the gradient of bicoid protein determine?,anterior-posterior axis,True,correct_answer
What does the gradient of bicoid protein determine?,dorso-ventral axis,False,llama_distractor1
What does the gradient of bicoid protein determine?,left-right axis,False,llama_distractor2
What does the gradient of bicoid protein determine?,dorsal-ventral axis,False,llama_distractor3
What term is used to describe a cancer that has spread?,metastasized,True,correct_answer
What term is used to describe a cancer that has spread?,localized,False,llama_distractor1
What term is used to describe a cancer that has spread?,benign,False,llama_distractor2
What term is used to describe a cancer that has spread?,irrelevant,False,llama_distractor3
"What is the most abundant of all vertebrate classes, and the most recent to evolve?",birds,True,correct_answer
"What is the most abundant of all vertebrate classes, and the most recent to evolve?",reptiles,False,llama_distractor1
"What is the most abundant of all vertebrate classes, and the most recent to evolve?",amphibians,False,llama_distractor2
"What is the most abundant of all vertebrate classes, and the most recent to evolve?",mammals,False,llama_distractor3
How many calories of energy does one gram of protein provide?,4,True,correct_answer
How many calories of energy does one gram of protein provide?,10,False,llama_distractor1
How many calories of energy does one gram of protein provide?,20,False,llama_distractor2
How many calories of energy does one gram of protein provide?,30,False,llama_distractor3
What is the cure of cancer known as?,remission,True,correct_answer
What is the cure of cancer known as?,surgery,False,llama_distractor1
What is the cure of cancer known as?,chemotherapy,False,llama_distractor2
What is the cure of cancer known as?,radiation therapy,False,llama_distractor3
What is the outer layer of the exoskeleton called?,cuticle,True,correct_answer
What is the outer layer of the exoskeleton called?,cutix,False,llama_distractor1
What is the outer layer of the exoskeleton called?,exoskin,False,llama_distractor2
What is the outer layer of the exoskeleton called?,epidermis,False,llama_distractor3
In what stage of their life cycle do insects begin developing their wings?,pupa,True,correct_answer
In what stage of their life cycle do insects begin developing their wings?,egg,False,llama_distractor1
In what stage of their life cycle do insects begin developing their wings?,larva,False,llama_distractor2
In what stage of their life cycle do insects begin developing their wings?,adult,False,llama_distractor3
The speed of sound depends on what?,medium,True,correct_answer
The speed of sound depends on what?,temperature,False,llama_distractor1
The speed of sound depends on what?,frequency,False,llama_distractor2
The speed of sound depends on what?,distance,False,llama_distractor3
"While elements are represented by chemical symbols, chemical formulas represent what?",compounds,True,correct_answer
"While elements are represented by chemical symbols, chemical formulas represent what?",elements,False,llama_distractor1
"While elements are represented by chemical symbols, chemical formulas represent what?",chemical symbols,False,llama_distractor2
"While elements are represented by chemical symbols, chemical formulas represent what?",molecules,False,llama_distractor3
What is a form of cell division in prokaryotic organisms that produces identical offspring?,binary fission,True,correct_answer
What is a form of cell division in prokaryotic organisms that produces identical offspring?,mitosis,False,llama_distractor1
What is a form of cell division in prokaryotic organisms that produces identical offspring?,meiosis,False,llama_distractor2
What is a form of cell division in prokaryotic organisms that produces identical offspring?,budding,False,llama_distractor3
What system consists of organs that break down food and absorb nutrients such as glucose?,digestive system,True,correct_answer
What system consists of organs that break down food and absorb nutrients such as glucose?,circulatory system,False,llama_distractor1
What system consists of organs that break down food and absorb nutrients such as glucose?,respiratory system,False,llama_distractor2
What system consists of organs that break down food and absorb nutrients such as glucose?,excretory system,False,llama_distractor3
What is the transition from solid to vapor is called?,sublimation,True,correct_answer
What is the transition from solid to vapor is called?,evaporation,False,llama_distractor1
What is the transition from solid to vapor is called?,condensation,False,llama_distractor2
What is the transition from solid to vapor is called?,fusion,False,llama_distractor3
"In contrast with cnidarians, nematodes show a tubular morphology and circular cross-section. these animals are pseudocoelomates and show the presence of a complete digestive system with a distinct mouth and this?",anus,True,correct_answer
"In contrast with cnidarians, nematodes show a tubular morphology and circular cross-section. these animals are pseudocoelomates and show the presence of a complete digestive system with a distinct mouth and this?",mouth,False,llama_distractor1
"In contrast with cnidarians, nematodes show a tubular morphology and circular cross-section. these animals are pseudocoelomates and show the presence of a complete digestive system with a distinct mouth and this?",digestive system,False,llama_distractor2
"In contrast with cnidarians, nematodes show a tubular morphology and circular cross-section. these animals are pseudocoelomates and show the presence of a complete digestive system with a distinct mouth and this?",teeth,False,llama_distractor3
The amount of heat required to raise a single mass unit of a substance by a single temperature unit is known as what?,specific heat,True,correct_answer
The amount of heat required to raise a single mass unit of a substance by a single temperature unit is known as what?,multiplication,False,llama_distractor1
The amount of heat required to raise a single mass unit of a substance by a single temperature unit is known as what?,quantity,False,llama_distractor2
The amount of heat required to raise a single mass unit of a substance by a single temperature unit is known as what?,amount,False,llama_distractor3
What is the most important source of electromagnetic radiation on earth?,the sun,True,correct_answer
What is the most important source of electromagnetic radiation on earth?,intravascular fluids,False,llama_distractor1
What is the most important source of electromagnetic radiation on earth?,cellular respiration,False,llama_distractor2
What is the most important source of electromagnetic radiation on earth?,gravitational pull,False,llama_distractor3
What kind of drugs are formulated to help deal with hiv and herpes as well as influenza and two types of hepatitis?,antiviral drugs,True,correct_answer
