question,option,is_correct,source
Which membranous organelles in a cell sequence enzyme and electron molecules for efficient cellular respiration?,bacterial,False,original_distractor3
What forms when one substances dissolves in another?,a solution,True,correct_answer
What forms when one substances dissolves in another?,a transition,False,original_distractor1
What forms when one substances dissolves in another?,concentrate,False,original_distractor2
What forms when one substances dissolves in another?,complex,False,original_distractor3
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,flowering plants,True,correct_answer
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,yeasts,False,original_distractor1
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,cone-bearing plants,False,original_distractor2
What are thought to have evolved at least 200 million years ago from gymnosperms like gnetae?,deciduous trees,False,original_distractor3
The chemical and/or physical agents that cause mutations are called what?,mutagens,True,correct_answer
The chemical and/or physical agents that cause mutations are called what?,dioxins,False,original_distractor1
The chemical and/or physical agents that cause mutations are called what?,organelles,False,original_distractor2
The chemical and/or physical agents that cause mutations are called what?,genes,False,original_distractor3
What is the force that opposes motion between two surfaces that are touching?,friction,True,correct_answer
What is the force that opposes motion between two surfaces that are touching?,tension,False,original_distractor1
What is the force that opposes motion between two surfaces that are touching?,vibration,False,original_distractor2
What is the force that opposes motion between two surfaces that are touching?,gravity,False,original_distractor3
"Skeletal, cardiac, and smooth are all types of what?",muscle,True,correct_answer
"Skeletal, cardiac, and smooth are all types of what?",Nervous,False,original_distractor1
"Skeletal, cardiac, and smooth are all types of what?",Epithelial,False,original_distractor2
"Skeletal, cardiac, and smooth are all types of what?",Connective,False,original_distractor3
Traits may also be controlled by multiple alleles or multiple what?,genes,True,correct_answer
Traits may also be controlled by multiple alleles or multiple what?,chromosomes,False,original_distractor1
Traits may also be controlled by multiple alleles or multiple what?,lesions,False,original_distractor2
Traits may also be controlled by multiple alleles or multiple what?,eggs,False,original_distractor3
How many atoms does water contain?,3,True,correct_answer
How many atoms does water contain?,4,False,original_distractor1
How many atoms does water contain?,6,False,original_distractor2
How many atoms does water contain?,9,False,original_distractor3
What is the only light that people can see?,visible light,True,correct_answer
What is the only light that people can see?,spectrum light,False,original_distractor1
What is the only light that people can see?,infrared light,False,original_distractor2
What is the only light that people can see?,UV light,False,original_distractor3
"What is the name of the system that consists of a hierarchy of taxa, from the kingdom to the species?",linnaean system,True,correct_answer
"What is the name of the system that consists of a hierarchy of taxa, from the kingdom to the species?",Bohr's law,False,original_distractor1
"What is the name of the system that consists of a hierarchy of taxa, from the kingdom to the species?",Mendelian system,False,original_distractor2
"What is the name of the system that consists of a hierarchy of taxa, from the kingdom to the species?",zoology,False,original_distractor3
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately how long?",two meters,True,correct_answer
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately how long?",three meters,False,original_distractor1
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately how long?",four meters,False,original_distractor2
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately how long?",one meter,False,original_distractor3
What is a mixture of a solute in a solvent called?,solution,True,correct_answer
What is a mixture of a solute in a solvent called?,link,False,original_distractor1
What is a mixture of a solute in a solvent called?,structure,False,original_distractor2
What is a mixture of a solute in a solvent called?,transition,False,original_distractor3
Silver is an example of a mineral containing only one kind of what?,element,True,correct_answer
Silver is an example of a mineral containing only one kind of what?,matter,False,original_distractor1
Silver is an example of a mineral containing only one kind of what?,mass,False,original_distractor2
Silver is an example of a mineral containing only one kind of what?,chemical,False,original_distractor3
What particles ancient greeks propose that matter consists of ?,atoms,True,correct_answer
What particles ancient greeks propose that matter consists of ?,ions,False,original_distractor1
What particles ancient greeks propose that matter consists of ?,molecules,False,original_distractor2
What particles ancient greeks propose that matter consists of ?,ether,False,original_distractor3
Repolarization occurs when the membrane potential begins to move back toward its resting what?,voltage,True,correct_answer
Repolarization occurs when the membrane potential begins to move back toward its resting what?,charge,False,original_distractor1
Repolarization occurs when the membrane potential begins to move back toward its resting what?,resistance,False,original_distractor2
Repolarization occurs when the membrane potential begins to move back toward its resting what?,tension,False,original_distractor3
Mollusks have a true coelom and a complete what?,digestive system,True,correct_answer
Mollusks have a true coelom and a complete what?,skeletal system,False,original_distractor1
Mollusks have a true coelom and a complete what?,nerve system,False,original_distractor2
Mollusks have a true coelom and a complete what?,tissues system,False,original_distractor3
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",ribosomes,True,correct_answer
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",chloroplasts,False,original_distractor1
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",dna,False,original_distractor2
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",chromosomes,False,original_distractor3
What type of matter makes up most of the universe?,plasma,True,correct_answer
What type of matter makes up most of the universe?,carbon,False,original_distractor1
What type of matter makes up most of the universe?,liquid,False,original_distractor2
What type of matter makes up most of the universe?,gas,False,original_distractor3
"Most mammals are viviparous, which refers to what reproductive result?",live birth,True,correct_answer
"Most mammals are viviparous, which refers to what reproductive result?",identical twins,False,original_distractor1
"Most mammals are viviparous, which refers to what reproductive result?",spawning,False,original_distractor2
"Most mammals are viviparous, which refers to what reproductive result?",laying eggs,False,original_distractor3
Proteins are polymers of what kind of acids?,amino,True,correct_answer
Proteins are polymers of what kind of acids?,lipids,False,original_distractor1
Proteins are polymers of what kind of acids?,lactic,False,original_distractor2
Proteins are polymers of what kind of acids?,acetic,False,original_distractor3
What is the official name for the study of life?,biology,True,correct_answer
What is the official name for the study of life?,chemistry,False,original_distractor1
What is the official name for the study of life?,geology,False,original_distractor2
What is the official name for the study of life?,botany,False,original_distractor3
"What does an invertebrate, like a snail, not have?",backbone,True,correct_answer
"What does an invertebrate, like a snail, not have?",reproductive organs,False,original_distractor1
"What does an invertebrate, like a snail, not have?",eyes,False,original_distractor2
"What does an invertebrate, like a snail, not have?",a heart,False,original_distractor3
What is the dinosaur genus that's closest to modern birds?,deinonychus,True,correct_answer
What is the dinosaur genus that's closest to modern birds?,sauropods,False,original_distractor1
What is the dinosaur genus that's closest to modern birds?,diplodocus,False,original_distractor2
What is the dinosaur genus that's closest to modern birds?,Rapter,False,original_distractor3
In what type of organisms are daughter cells individuals?,unicellular organisms,True,correct_answer
In what type of organisms are daughter cells individuals?,multicellular organisms,False,original_distractor1
In what type of organisms are daughter cells individuals?,macroscopic organisms,False,original_distractor2
In what type of organisms are daughter cells individuals?,hematopoietic organisms,False,original_distractor3
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",fungi,True,correct_answer
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",mosses,False,original_distractor1
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",coral,False,original_distractor2
"What group was long considered part of the plant kingdom because of obvious similarities; both are immobile, have cell walls, and grow in soil?",bacteria,False,original_distractor3
What type of waves transmit the energy of an earthquake?,seismic waves,True,correct_answer
What type of waves transmit the energy of an earthquake?,tectonic waves,False,original_distractor1
What type of waves transmit the energy of an earthquake?,sonic waves,False,original_distractor2
What type of waves transmit the energy of an earthquake?,volcanic waves,False,original_distractor3
"In our bodies, the chest cavity is a clear example of a system at what?",resonance,True,correct_answer
"In our bodies, the chest cavity is a clear example of a system at what?",rest,False,original_distractor1
"In our bodies, the chest cavity is a clear example of a system at what?",scale,False,original_distractor2
"In our bodies, the chest cavity is a clear example of a system at what?",default,False,original_distractor3
How do prokaryotic cells divide?,binary fission,True,correct_answer
How do prokaryotic cells divide?,Fusion,False,original_distractor1
How do prokaryotic cells divide?,function fission,False,original_distractor2
How do prokaryotic cells divide?,multiple fission,False,original_distractor3
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",endoskeleton,True,correct_answer
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",hydrostatic skeleton,False,original_distractor1
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",exoskeleton,False,original_distractor2
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",thorax,False,original_distractor3
What phase does the nuclear envelope begin to break down?,prophase i,True,correct_answer
What phase does the nuclear envelope begin to break down?,nitrogenase i,False,original_distractor1
What phase does the nuclear envelope begin to break down?,pasiphaë i,False,original_distractor2
What phase does the nuclear envelope begin to break down?,interphase,False,original_distractor3
What are formed when cells from the male and female parts of the plant combine?,seeds,True,correct_answer
What are formed when cells from the male and female parts of the plant combine?,varieties,False,original_distractor1
What are formed when cells from the male and female parts of the plant combine?,trees,False,original_distractor2
What are formed when cells from the male and female parts of the plant combine?,atoms.,False,original_distractor3
What is released to lubricate the vagina to facilitate intercourse?,vaginal secretions,True,correct_answer
What is released to lubricate the vagina to facilitate intercourse?,urine,False,original_distractor1
What is released to lubricate the vagina to facilitate intercourse?,blood,False,original_distractor2
What is released to lubricate the vagina to facilitate intercourse?,semen,False,original_distractor3
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",nervous system,True,correct_answer
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",circulatory system,False,original_distractor1
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",lymphatic system,False,original_distractor2
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",bacterial system,False,original_distractor3
What can we learn about a wave by finding the product of the wavelength and frequency?,speed,True,correct_answer
What can we learn about a wave by finding the product of the wavelength and frequency?,decibels,False,original_distractor1
What can we learn about a wave by finding the product of the wavelength and frequency?,volume,False,original_distractor2
What can we learn about a wave by finding the product of the wavelength and frequency?,type,False,original_distractor3
What does a continuous string of earthquakes indicate about a volcano?,eruption is close,True,correct_answer
What does a continuous string of earthquakes indicate about a volcano?,extinction is close,False,original_distractor1
What does a continuous string of earthquakes indicate about a volcano?,it is cooling down,False,original_distractor2
What does a continuous string of earthquakes indicate about a volcano?,it is heating up,False,original_distractor3
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",biodiversity,True,correct_answer
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",biosphere,False,original_distractor1
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",habitat,False,original_distractor2
"What term is used to describe  the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur?",evolution,False,original_distractor3
What kind of a disorder is tay-sachs disease?,inherited disorder,True,correct_answer
What kind of a disorder is tay-sachs disease?,vitamin difficiency,False,original_distractor1
What kind of a disorder is tay-sachs disease?,a type of cancer,False,original_distractor2
What kind of a disorder is tay-sachs disease?,accumulated disease,False,original_distractor3
"A rock that contains important minerals is called what, a term associated with mining?",ore,True,correct_answer
"A rock that contains important minerals is called what, a term associated with mining?",jewel,False,original_distractor1
"A rock that contains important minerals is called what, a term associated with mining?",coal,False,original_distractor2
"A rock that contains important minerals is called what, a term associated with mining?",gem,False,original_distractor3
Convection is the heat transfer by the macroscopic movement of a what?,fluid,True,correct_answer
Convection is the heat transfer by the macroscopic movement of a what?,gravity,False,original_distractor1
Convection is the heat transfer by the macroscopic movement of a what?,gases,False,original_distractor2
Convection is the heat transfer by the macroscopic movement of a what?,tissue,False,original_distractor3
Hypersection by an endocrine gland is often caused by what?,tumor,True,correct_answer
Hypersection by an endocrine gland is often caused by what?,calcium,False,original_distractor1
Hypersection by an endocrine gland is often caused by what?,inflammation,False,original_distractor2
Hypersection by an endocrine gland is often caused by what?,viruses,False,original_distractor3
What gland secretes growth hormones?,pituitary,True,correct_answer
What gland secretes growth hormones?,pineal,False,original_distractor1
What gland secretes growth hormones?,adrenal,False,original_distractor2
What gland secretes growth hormones?,thyroid,False,original_distractor3
The amniotic egg is a shared ancestral character for which clade?,amniota,True,correct_answer
The amniotic egg is a shared ancestral character for which clade?,trichina,False,original_distractor1
The amniotic egg is a shared ancestral character for which clade?,xerophyte,False,original_distractor2
The amniotic egg is a shared ancestral character for which clade?,avian,False,original_distractor3
Lyme disease is caused by what kind of organim?,bacteria,True,correct_answer
Lyme disease is caused by what kind of organim?,Virus,False,original_distractor1
Lyme disease is caused by what kind of organim?,bacterium,False,original_distractor2
Lyme disease is caused by what kind of organim?,algae,False,original_distractor3
What is the side to side movement of the mandible called?,excursion,True,correct_answer
What is the side to side movement of the mandible called?,twitching,False,original_distractor1
What is the side to side movement of the mandible called?,cycling,False,original_distractor2
What is the side to side movement of the mandible called?,shifting,False,original_distractor3
A moraine is sediment deposited by what?,glacier,True,correct_answer
A moraine is sediment deposited by what?,human-caused scarring,False,original_distractor1
A moraine is sediment deposited by what?,river erosion,False,original_distractor2
A moraine is sediment deposited by what?,wind,False,original_distractor3
The development of the respiratory system in the fetus begins at about?,4 weeks,True,correct_answer
The development of the respiratory system in the fetus begins at about?,2 weeks,False,original_distractor1
The development of the respiratory system in the fetus begins at about?,4 months,False,original_distractor2
The development of the respiratory system in the fetus begins at about?,4 days,False,original_distractor3
What are plants that grow on other plants called?,epiphytes,True,correct_answer
What are plants that grow on other plants called?,fungi,False,original_distractor1
What are plants that grow on other plants called?,parasites,False,original_distractor2
What are plants that grow on other plants called?,bryophytes,False,original_distractor3
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,simple harmonic oscillator,True,correct_answer
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,wheel and axle,False,original_distractor1
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,pendulum,False,original_distractor2
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of what device?,atomic watch,False,original_distractor3
What controls all five senses?,nervous system,True,correct_answer
What controls all five senses?,circulatory system,False,original_distractor1
What controls all five senses?,skin cells,False,original_distractor2
What controls all five senses?,endocrine system,False,original_distractor3
Where in the target cells are intracellular receptor proteins found?,cytoplasm or nucleus,True,correct_answer
Where in the target cells are intracellular receptor proteins found?,mucus or nucleus,False,original_distractor1
Where in the target cells are intracellular receptor proteins found?,membrane or mitochondria,False,original_distractor2
Where in the target cells are intracellular receptor proteins found?,ribosomes or nucleus,False,original_distractor3
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",physical,True,correct_answer
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",thermal,False,original_distractor1
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",internal,False,original_distractor2
"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",thermal,False,original_distractor3
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",exothermic,True,correct_answer
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",biochemical,False,original_distractor1
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",endotropic,False,original_distractor2
"A thermite reaction is thermodynamically spontaneous, and because it is associated with a significant release of heat, it is regarded as what?",endothermic,False,original_distractor3
Ecological succession refers to the change in the numbers and types of species that live in what groups?,communities,True,correct_answer
Ecological succession refers to the change in the numbers and types of species that live in what groups?,movements,False,original_distractor1
Ecological succession refers to the change in the numbers and types of species that live in what groups?,colonies,False,original_distractor2
Ecological succession refers to the change in the numbers and types of species that live in what groups?,biomes,False,original_distractor3
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",digestive,True,correct_answer
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",respiratory,False,original_distractor1
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",circulatory,False,original_distractor2
"Foodborne illness, food allergies, or a food intolerance cause symptoms in what system?",skeletal,False,original_distractor3
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,protons,True,correct_answer
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,neutrons,False,original_distractor1
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,quarks,False,original_distractor2
The number of what subatomic particles determines an element’s atomic number and is used to distinguish one element from another?,electrons,False,original_distractor3
What regulates the time of flowering in many species?,photoperiodism,True,correct_answer
What regulates the time of flowering in many species?,wind patterns,False,original_distractor1
What regulates the time of flowering in many species?,spirogyra,False,original_distractor2
What regulates the time of flowering in many species?,pollenation,False,original_distractor3
What is the most common cause of down syndrome?,trisomy 21,True,correct_answer
What is the most common cause of down syndrome?,trisomy 22,False,original_distractor1
What is the most common cause of down syndrome?,gametes 21,False,original_distractor2
What is the most common cause of down syndrome?,chromosome 21,False,original_distractor3
"What occurs not only as organisms grow, but as they reproduce.",cell division,True,correct_answer
"What occurs not only as organisms grow, but as they reproduce.",proteins division,False,original_distractor1
"What occurs not only as organisms grow, but as they reproduce.",experimental division,False,original_distractor2
"What occurs not only as organisms grow, but as they reproduce.",flight division,False,original_distractor3
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",models,True,correct_answer
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",guesses,False,original_distractor1
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",assumptions,False,original_distractor2
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",speculation,False,original_distractor3
A dilute solution is one that has a relatively small amount of what?,dissolved solute,True,correct_answer
A dilute solution is one that has a relatively small amount of what?,density,False,original_distractor1
A dilute solution is one that has a relatively small amount of what?,saturated fat,False,original_distractor2
A dilute solution is one that has a relatively small amount of what?,pH level,False,original_distractor3
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,triple bond,True,correct_answer
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,ionic bond,False,original_distractor1
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,quadruple bond,False,original_distractor2
Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,magnetic bond,False,original_distractor3
What is the process of breaking an individual into parts followed by regeneration called?,fragmentation,True,correct_answer
What is the process of breaking an individual into parts followed by regeneration called?,minimization,False,original_distractor1
What is the process of breaking an individual into parts followed by regeneration called?,erosion,False,original_distractor2
What is the process of breaking an individual into parts followed by regeneration called?,destruction,False,original_distractor3
The left atrium receives oxygen-rich blood from which organs?,lungs,True,correct_answer
The left atrium receives oxygen-rich blood from which organs?,pancreas,False,original_distractor1
The left atrium receives oxygen-rich blood from which organs?,brain,False,original_distractor2
The left atrium receives oxygen-rich blood from which organs?,liver,False,original_distractor3
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",heat,True,correct_answer
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",oxygen,False,original_distractor1
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",hydrogen,False,original_distractor2
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",electricity,False,original_distractor3
An increase in the number of gas molecules in the same volume container causes what to increase?,pressure,True,correct_answer
An increase in the number of gas molecules in the same volume container causes what to increase?,friction,False,original_distractor1
An increase in the number of gas molecules in the same volume container causes what to increase?,energy,False,original_distractor2
An increase in the number of gas molecules in the same volume container causes what to increase?,power,False,original_distractor3
What do induction cooktops have under their surface?,electromagnets,True,correct_answer
What do induction cooktops have under their surface?,Chambers,False,original_distractor1
What do induction cooktops have under their surface?,clumps,False,original_distractor2
What do induction cooktops have under their surface?,screws,False,original_distractor3
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,two,True,correct_answer
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,three,False,original_distractor1
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,six,False,original_distractor2
How many types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms?,ten,False,original_distractor3
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",aspirin,True,correct_answer
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",smelling salts,False,original_distractor1
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",antacid,False,original_distractor2
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",Tylenol,False,original_distractor3
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",tissue,True,correct_answer
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",muscle,False,original_distractor1
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",heart,False,original_distractor2
"What is the term for groups of cells with a similar appearance and a common function, and describes how cells are organized?",kidney,False,original_distractor3
What creates new seafloor in the rift valleys?,seafloor spreading,True,correct_answer
What creates new seafloor in the rift valleys?,sedimentation,False,original_distractor1
What creates new seafloor in the rift valleys?,crust spreading,False,original_distractor2
What creates new seafloor in the rift valleys?,continental drift,False,original_distractor3
The building blocks of proteins are called what?,amino acids,True,correct_answer
The building blocks of proteins are called what?,boric acids,False,original_distractor1
The building blocks of proteins are called what?,mutation acids,False,original_distractor2
The building blocks of proteins are called what?,protein acids,False,original_distractor3
Type 1 diabetes and gigantism are examples of what type of disorder?,endocrine diseases,True,correct_answer
Type 1 diabetes and gigantism are examples of what type of disorder?,cardiac diseases,False,original_distractor1
Type 1 diabetes and gigantism are examples of what type of disorder?,respiratory diseases,False,original_distractor2
Type 1 diabetes and gigantism are examples of what type of disorder?,inborn errors of metabolism,False,original_distractor3
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",gas exchange,True,correct_answer
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",osmosis,False,original_distractor1
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",fertilization,False,original_distractor2
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?",transpiration,False,original_distractor3
Which molecules are made of one carbon and four hydrogen atoms?,hydrocarbons,True,correct_answer
Which molecules are made of one carbon and four hydrogen atoms?,fats,False,original_distractor1
Which molecules are made of one carbon and four hydrogen atoms?,proteins,False,original_distractor2
Which molecules are made of one carbon and four hydrogen atoms?,particles,False,original_distractor3
Atoms of different elements have different numbers of what?,protons,True,correct_answer
Atoms of different elements have different numbers of what?,electrons,False,original_distractor1
Atoms of different elements have different numbers of what?,neutrons,False,original_distractor2
Atoms of different elements have different numbers of what?,nucleus,False,original_distractor3
The lancelet lacks what feature that distinguishes vertebrates?,backbone,True,correct_answer
The lancelet lacks what feature that distinguishes vertebrates?,feet,False,original_distractor1
The lancelet lacks what feature that distinguishes vertebrates?,skin,False,original_distractor2
The lancelet lacks what feature that distinguishes vertebrates?,mouth,False,original_distractor3
What is a reptiles skin covered in to protect them from drying out?,scales,True,correct_answer
What is a reptiles skin covered in to protect them from drying out?,bacteria,False,original_distractor1
What is a reptiles skin covered in to protect them from drying out?,oil,False,original_distractor2
What is a reptiles skin covered in to protect them from drying out?,dye,False,original_distractor3
Gabbro is a dark dense rock that can be found in what?,oceanic crust,True,correct_answer
Gabbro is a dark dense rock that can be found in what?,surface crust,False,original_distractor1
Gabbro is a dark dense rock that can be found in what?,mantle,False,original_distractor2
Gabbro is a dark dense rock that can be found in what?,soil,False,original_distractor3
What begins with a diploid cell and ends with four haploid cells?,meiosis,True,correct_answer
What begins with a diploid cell and ends with four haploid cells?,electrolysis,False,original_distractor1
What begins with a diploid cell and ends with four haploid cells?,mitosis,False,original_distractor2
What begins with a diploid cell and ends with four haploid cells?,urinalysis,False,original_distractor3
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",fission,True,correct_answer
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",Reaction,False,original_distractor1
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",diffusion,False,original_distractor2
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",fusion,False,original_distractor3
What percentage of the field is tilled in traditional plowing?,100%,True,correct_answer
What percentage of the field is tilled in traditional plowing?,50 %,False,original_distractor1
What percentage of the field is tilled in traditional plowing?,60 %,False,original_distractor2
What percentage of the field is tilled in traditional plowing?,75%,False,original_distractor3
Traits controlled by genes on the sex chromosomes are called what?,sex-linked traits,True,correct_answer
Traits controlled by genes on the sex chromosomes are called what?,male-related traits,False,original_distractor1
Traits controlled by genes on the sex chromosomes are called what?,gender-linked traits,False,original_distractor2
Traits controlled by genes on the sex chromosomes are called what?,chromosome-linked traits,False,original_distractor3
What is it called when sound is reflected off an object?,echo,True,correct_answer
What is it called when sound is reflected off an object?,signal,False,original_distractor1
What is it called when sound is reflected off an object?,amplification,False,original_distractor2
What is it called when sound is reflected off an object?,reverberation,False,original_distractor3
Acidic hydrogen atoms are those which will be transferred to what?,a base,True,correct_answer
Acidic hydrogen atoms are those which will be transferred to what?,water,False,original_distractor1
Acidic hydrogen atoms are those which will be transferred to what?,a cup,False,original_distractor2
Acidic hydrogen atoms are those which will be transferred to what?,another atom,False,original_distractor3
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",predators,True,correct_answer
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",hunters,False,original_distractor1
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",alphas,False,original_distractor2
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",leaders,False,original_distractor3
What type of diseases occur when the immune system attacks normal body cells?,autoimmune,True,correct_answer
What type of diseases occur when the immune system attacks normal body cells?,gastrointestinal,False,original_distractor1
What type of diseases occur when the immune system attacks normal body cells?,liver,False,original_distractor2
What type of diseases occur when the immune system attacks normal body cells?,inflammatory,False,original_distractor3
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",flowers,True,correct_answer
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",stems,False,original_distractor1
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",cells,False,original_distractor2
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",leaves,False,original_distractor3
What is produced by the end of meiosis?,four haploid cells,True,correct_answer
What is produced by the end of meiosis?,sixteen haploid cells,False,original_distractor1
What is produced by the end of meiosis?,eight haploid cells,False,original_distractor2
What is produced by the end of meiosis?,three haploid cells,False,original_distractor3
Farming practices leave some soil exposed and vulnerable to what natural process?,erosion,True,correct_answer
Farming practices leave some soil exposed and vulnerable to what natural process?,migration,False,original_distractor1
Farming practices leave some soil exposed and vulnerable to what natural process?,rust,False,original_distractor2
Farming practices leave some soil exposed and vulnerable to what natural process?,sediment,False,original_distractor3
Matter is made up of a mixture of things called what?,elements,True,correct_answer
Matter is made up of a mixture of things called what?,segments,False,original_distractor1
Matter is made up of a mixture of things called what?,compounds,False,original_distractor2
Matter is made up of a mixture of things called what?,structures,False,original_distractor3
Water seeps into the ground through permeable material and stops when it reaches what?,impermeable rock,True,correct_answer
Water seeps into the ground through permeable material and stops when it reaches what?,Bed Rock,False,original_distractor1
Water seeps into the ground through permeable material and stops when it reaches what?,Lava,False,original_distractor2
Water seeps into the ground through permeable material and stops when it reaches what?,Coral,False,original_distractor3
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",spinal cavity,True,correct_answer
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",anterior cavity,False,original_distractor1
"Vertebrate animals have two major body cavities, the dorsal and what is the other?",proximal cavity,False,original_distractor2
